"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Females"	"10 Cáceres"	"2012QI"	"Employed persons"	52
"Males"	"11 Cádiz"	"2012QI"	"Employed persons"	212.3
"Females"	"11 Cádiz"	"2012QI"	"Employed persons"	152.9
"Males"	"39 Cantabria"	"2012QI"	"Employed persons"	128
"Females"	"39 Cantabria"	"2012QI"	"Employed persons"	106.5
"Males"	"12 Castellón/Castelló"	"2012QI"	"Employed persons"	115.8
"Females"	"12 Castellón/Castelló"	"2012QI"	"Employed persons"	95.4
"Males"	"13 Ciudad Real"	"2012QI"	"Employed persons"	101.9
"Females"	"13 Ciudad Real"	"2012QI"	"Employed persons"	66.4
"Males"	"14 Córdoba"	"2012QI"	"Employed persons"	151.1
"Females"	"14 Córdoba"	"2012QI"	"Employed persons"	111.6
"Males"	"15 Coruña, A"	"2012QI"	"Employed persons"	237.7
"Females"	"15 Coruña, A"	"2012QI"	"Employed persons"	223
"Males"	"16 Cuenca"	"2012QI"	"Employed persons"	45.1
"Females"	"16 Cuenca"	"2012QI"	"Employed persons"	28.6
"Males"	"20 Gipuzkoa"	"2012QI"	"Employed persons"	168.3
"Females"	"20 Gipuzkoa"	"2012QI"	"Employed persons"	139.7
"Males"	"17 Girona"	"2012QI"	"Employed persons"	159.5
"Females"	"17 Girona"	"2012QI"	"Employed persons"	135.4
"Males"	"18 Granada"	"2012QI"	"Employed persons"	168.1
"Females"	"18 Granada"	"2012QI"	"Employed persons"	121.8
"Males"	"19 Guadalajara"	"2012QI"	"Employed persons"	60.1
"Females"	"19 Guadalajara"	"2012QI"	"Employed persons"	46.2
"Males"	"21 Huelva"	"2012QI"	"Employed persons"	91.5
"Females"	"21 Huelva"	"2012QI"	"Employed persons"	78.8
"Males"	"22 Huesca"	"2012QI"	"Employed persons"	55.7
"Females"	"22 Huesca"	"2012QI"	"Employed persons"	41.1
"Males"	"23 Jaén"	"2012QI"	"Employed persons"	126.4
"Females"	"23 Jaén"	"2012QI"	"Employed persons"	79.9
"Males"	"24 León"	"2012QI"	"Employed persons"	96.1
"Females"	"24 León"	"2012QI"	"Employed persons"	76
"Males"	"25 Lleida"	"2012QI"	"Employed persons"	100.5
"Females"	"25 Lleida"	"2012QI"	"Employed persons"	79.4
"Males"	"27 Lugo"	"2012QI"	"Employed persons"	70.8
"Females"	"27 Lugo"	"2012QI"	"Employed persons"	62.9
"Males"	"28 Madrid"	"2012QI"	"Employed persons"	1457.7
"Females"	"28 Madrid"	"2012QI"	"Employed persons"	1379.6
"Males"	"29 Málaga"	"2012QI"	"Employed persons"	279.3
"Females"	"29 Málaga"	"2012QI"	"Employed persons"	233.7
"Males"	"30 Murcia"	"2012QI"	"Employed persons"	298.7
"Females"	"30 Murcia"	"2012QI"	"Employed persons"	235.3
"Males"	"31 Navarra"	"2012QI"	"Employed persons"	144.8
"Females"	"31 Navarra"	"2012QI"	"Employed persons"	121.4
"Males"	"32 Ourense"	"2012QI"	"Employed persons"	64.2
"Females"	"32 Ourense"	"2012QI"	"Employed persons"	52.1
"Males"	"34 Palencia"	"2012QI"	"Employed persons"	38.1
"Females"	"34 Palencia"	"2012QI"	"Employed persons"	26.1
"Males"	"35 Palmas, Las"	"2012QI"	"Employed persons"	218.4
"Females"	"35 Palmas, Las"	"2012QI"	"Employed persons"	166.8
"Males"	"36 Pontevedra"	"2012QI"	"Employed persons"	190.5
"Females"	"36 Pontevedra"	"2012QI"	"Employed persons"	155.9
"Males"	"26 Rioja, La"	"2012QI"	"Employed persons"	72.5
"Females"	"26 Rioja, La"	"2012QI"	"Employed persons"	55.3
"Males"	"37 Salamanca"	"2012QI"	"Employed persons"	72.5
"Females"	"37 Salamanca"	"2012QI"	"Employed persons"	58
"Males"	"38 Santa Cruz de Tenerife"	"2012QI"	"Employed persons"	198.3
"Females"	"38 Santa Cruz de Tenerife"	"2012QI"	"Employed persons"	169
"Males"	"40 Segovia"	"2012QI"	"Employed persons"	37
"Females"	"40 Segovia"	"2012QI"	"Employed persons"	26
"Males"	"41 Sevilla"	"2012QI"	"Employed persons"	367
"Females"	"41 Sevilla"	"2012QI"	"Employed persons"	292.6
"Males"	"42 Soria"	"2012QI"	"Employed persons"	22.2
"Females"	"42 Soria"	"2012QI"	"Employed persons"	16.4
"Males"	"43 Tarragona"	"2012QI"	"Employed persons"	175.1
"Females"	"43 Tarragona"	"2012QI"	"Employed persons"	142.8
"Males"	"44 Teruel"	"2012QI"	"Employed persons"	32.3
"Females"	"44 Teruel"	"2012QI"	"Employed persons"	23
"Males"	"45 Toledo"	"2012QI"	"Employed persons"	152.9
"Females"	"45 Toledo"	"2012QI"	"Employed persons"	106.7
"Males"	"46 Valencia/València"	"2012QI"	"Employed persons"	516.5
"Females"	"46 Valencia/València"	"2012QI"	"Employed persons"	449.8
"Males"	"47 Valladolid"	"2012QI"	"Employed persons"	118
"Females"	"47 Valladolid"	"2012QI"	"Employed persons"	98.5
"Males"	"49 Zamora"	"2012QI"	"Employed persons"	38.2
"Females"	"49 Zamora"	"2012QI"	"Employed persons"	25.5
"Males"	"50 Zaragoza"	"2012QI"	"Employed persons"	213.3
"Females"	"50 Zaragoza"	"2012QI"	"Employed persons"	177.8
"Males"	"51 Ceuta"	"2012QI"	"Employed persons"	16.2
"Females"	"51 Ceuta"	"2012QI"	"Employed persons"	9.1
"Males"	"52 Melilla"	"2012QI"	"Employed persons"	17.3
"Females"	"52 Melilla"	"2012QI"	"Employed persons"	8.2
"Males"	"02 Albacete"	"2011QIV"	"Employed persons"	80.9
"Females"	"02 Albacete"	"2011QIV"	"Employed persons"	64.9
"Males"	"03 Alicante/Alacant"	"2011QIV"	"Employed persons"	379.4
"Females"	"03 Alicante/Alacant"	"2011QIV"	"Employed persons"	294.8
"Males"	"04 Almería"	"2011QIV"	"Employed persons"	133.2
"Females"	"04 Almería"	"2011QIV"	"Employed persons"	107.8
"Males"	"01 Araba/Álava"	"2011QIV"	"Employed persons"	84.8
"Females"	"01 Araba/Álava"	"2011QIV"	"Employed persons"	62.7
"Males"	"33 Asturias"	"2011QIV"	"Employed persons"	209.7
"Females"	"33 Asturias"	"2011QIV"	"Employed persons"	186.1
"Males"	"05 Ávila"	"2011QIV"	"Employed persons"	36.3
"Females"	"05 Ávila"	"2011QIV"	"Employed persons"	24.1
"Males"	"06 Badajoz"	"2011QIV"	"Employed persons"	132.4
"Females"	"06 Badajoz"	"2011QIV"	"Employed persons"	87.4
"Males"	"07 Balears, Illes"	"2011QIV"	"Employed persons"	240.3
"Females"	"07 Balears, Illes"	"2011QIV"	"Employed persons"	197.6
"Males"	"08 Barcelona"	"2011QIV"	"Employed persons"	1235.6
"Females"	"08 Barcelona"	"2011QIV"	"Employed persons"	1091.1
"Males"	"48 Bizkaia"	"2011QIV"	"Employed persons"	256.5
"Females"	"48 Bizkaia"	"2011QIV"	"Employed persons"	230.5
"Males"	"09 Burgos"	"2011QIV"	"Employed persons"	89.3
"Females"	"09 Burgos"	"2011QIV"	"Employed persons"	61.5
"Males"	"10 Cáceres"	"2011QIV"	"Employed persons"	79.2
"Females"	"10 Cáceres"	"2011QIV"	"Employed persons"	58.5
"Males"	"11 Cádiz"	"2011QIV"	"Employed persons"	221.5
"Females"	"11 Cádiz"	"2011QIV"	"Employed persons"	155.6
"Males"	"39 Cantabria"	"2011QIV"	"Employed persons"	132
"Females"	"39 Cantabria"	"2011QIV"	"Employed persons"	107.8
"Males"	"12 Castellón/Castelló"	"2011QIV"	"Employed persons"	121.5
"Females"	"12 Castellón/Castelló"	"2011QIV"	"Employed persons"	97.9
"Males"	"13 Ciudad Real"	"2011QIV"	"Employed persons"	108.2
"Females"	"13 Ciudad Real"	"2011QIV"	"Employed persons"	71
"Males"	"14 Córdoba"	"2011QIV"	"Employed persons"	154
"Females"	"14 Córdoba"	"2011QIV"	"Employed persons"	114.1
"Males"	"15 Coruña, A"	"2011QIV"	"Employed persons"	243.2
"Females"	"15 Coruña, A"	"2011QIV"	"Employed persons"	222.4
"Males"	"16 Cuenca"	"2011QIV"	"Employed persons"	45.3
"Females"	"16 Cuenca"	"2011QIV"	"Employed persons"	30.8
"Males"	"20 Gipuzkoa"	"2011QIV"	"Employed persons"	173.5
"Females"	"20 Gipuzkoa"	"2011QIV"	"Employed persons"	142.8
"Males"	"17 Girona"	"2011QIV"	"Employed persons"	164.8
"Females"	"17 Girona"	"2011QIV"	"Employed persons"	136.1
"Males"	"18 Granada"	"2011QIV"	"Employed persons"	176.1
"Females"	"18 Granada"	"2011QIV"	"Employed persons"	126.2
"Males"	"19 Guadalajara"	"2011QIV"	"Employed persons"	59.2
"Females"	"19 Guadalajara"	"2011QIV"	"Employed persons"	44.8
"Males"	"21 Huelva"	"2011QIV"	"Employed persons"	99.6
"Females"	"21 Huelva"	"2011QIV"	"Employed persons"	69
"Males"	"22 Huesca"	"2011QIV"	"Employed persons"	57.3
"Females"	"22 Huesca"	"2011QIV"	"Employed persons"	40.4
"Males"	"23 Jaén"	"2011QIV"	"Employed persons"	135.3
"Females"	"23 Jaén"	"2011QIV"	"Employed persons"	81.6
"Males"	"24 León"	"2011QIV"	"Employed persons"	100
"Females"	"24 León"	"2011QIV"	"Employed persons"	80.4
"Males"	"25 Lleida"	"2011QIV"	"Employed persons"	106.6
"Females"	"25 Lleida"	"2011QIV"	"Employed persons"	78
"Males"	"27 Lugo"	"2011QIV"	"Employed persons"	75.5
"Females"	"27 Lugo"	"2011QIV"	"Employed persons"	66.2
"Males"	"28 Madrid"	"2011QIV"	"Employed persons"	1479.7
"Females"	"28 Madrid"	"2011QIV"	"Employed persons"	1348
"Males"	"29 Málaga"	"2011QIV"	"Employed persons"	290.9
"Females"	"29 Málaga"	"2011QIV"	"Employed persons"	241
"Males"	"30 Murcia"	"2011QIV"	"Employed persons"	305.1
"Females"	"30 Murcia"	"2011QIV"	"Employed persons"	232.5
"Males"	"31 Navarra"	"2011QIV"	"Employed persons"	150.4
"Females"	"31 Navarra"	"2011QIV"	"Employed persons"	123.9
"Males"	"32 Ourense"	"2011QIV"	"Employed persons"	63.1
"Females"	"32 Ourense"	"2011QIV"	"Employed persons"	55
"Males"	"34 Palencia"	"2011QIV"	"Employed persons"	38.6
"Females"	"34 Palencia"	"2011QIV"	"Employed persons"	26.9
"Males"	"35 Palmas, Las"	"2011QIV"	"Employed persons"	214.1
"Females"	"35 Palmas, Las"	"2011QIV"	"Employed persons"	171.4
"Males"	"36 Pontevedra"	"2011QIV"	"Employed persons"	196
"Females"	"36 Pontevedra"	"2011QIV"	"Employed persons"	158.9
"Males"	"26 Rioja, La"	"2011QIV"	"Employed persons"	73.7
"Females"	"26 Rioja, La"	"2011QIV"	"Employed persons"	57.8
"Males"	"37 Salamanca"	"2011QIV"	"Employed persons"	72.9
"Females"	"37 Salamanca"	"2011QIV"	"Employed persons"	59.4
"Males"	"38 Santa Cruz de Tenerife"	"2011QIV"	"Employed persons"	201.5
"Females"	"38 Santa Cruz de Tenerife"	"2011QIV"	"Employed persons"	170
"Males"	"40 Segovia"	"2011QIV"	"Employed persons"	39.4
"Females"	"40 Segovia"	"2011QIV"	"Employed persons"	27.2
"Males"	"41 Sevilla"	"2011QIV"	"Employed persons"	376
"Females"	"41 Sevilla"	"2011QIV"	"Employed persons"	292.9
"Males"	"42 Soria"	"2011QIV"	"Employed persons"	23.3
"Females"	"42 Soria"	"2011QIV"	"Employed persons"	17.4
"Males"	"43 Tarragona"	"2011QIV"	"Employed persons"	183.4
"Females"	"43 Tarragona"	"2011QIV"	"Employed persons"	140.8
"Males"	"44 Teruel"	"2011QIV"	"Employed persons"	32.6
"Females"	"44 Teruel"	"2011QIV"	"Employed persons"	24.3
"Males"	"45 Toledo"	"2011QIV"	"Employed persons"	160
"Females"	"45 Toledo"	"2011QIV"	"Employed persons"	109.5
"Males"	"46 Valencia/València"	"2011QIV"	"Employed persons"	533.1
"Females"	"46 Valencia/València"	"2011QIV"	"Employed persons"	456.4
"Males"	"47 Valladolid"	"2011QIV"	"Employed persons"	122.9
"Females"	"47 Valladolid"	"2011QIV"	"Employed persons"	100.9
"Males"	"49 Zamora"	"2011QIV"	"Employed persons"	40.9
"Females"	"49 Zamora"	"2011QIV"	"Employed persons"	25.1
"Males"	"50 Zaragoza"	"2011QIV"	"Employed persons"	216
"Females"	"50 Zaragoza"	"2011QIV"	"Employed persons"	182.7
"Males"	"51 Ceuta"	"2011QIV"	"Employed persons"	19.1
"Females"	"51 Ceuta"	"2011QIV"	"Employed persons"	9.6
"Males"	"52 Melilla"	"2011QIV"	"Employed persons"	16.2
"Females"	"52 Melilla"	"2011QIV"	"Employed persons"	8.8
"Males"	"02 Albacete"	"2011QIII"	"Employed persons"	83.1
"Females"	"02 Albacete"	"2011QIII"	"Employed persons"	64.6
"Males"	"03 Alicante/Alacant"	"2011QIII"	"Employed persons"	388.1
"Females"	"03 Alicante/Alacant"	"2011QIII"	"Employed persons"	292.4
"Males"	"04 Almería"	"2011QIII"	"Employed persons"	137.2
"Females"	"04 Almería"	"2011QIII"	"Employed persons"	97.5
"Males"	"01 Araba/Álava"	"2011QIII"	"Employed persons"	86.3
"Females"	"01 Araba/Álava"	"2011QIII"	"Employed persons"	62.6
"Males"	"33 Asturias"	"2011QIII"	"Employed persons"	214.7
"Females"	"33 Asturias"	"2011QIII"	"Employed persons"	189.6
"Males"	"05 Ávila"	"2011QIII"	"Employed persons"	37.9
"Females"	"05 Ávila"	"2011QIII"	"Employed persons"	24
"Males"	"06 Badajoz"	"2011QIII"	"Employed persons"	139.5
"Females"	"06 Badajoz"	"2011QIII"	"Employed persons"	94.4
"Males"	"07 Balears, Illes"	"2011QIII"	"Employed persons"	270.4
"Females"	"07 Balears, Illes"	"2011QIII"	"Employed persons"	240.4
"Males"	"08 Barcelona"	"2011QIII"	"Employed persons"	1249.1
"Females"	"08 Barcelona"	"2011QIII"	"Employed persons"	1114
"Males"	"48 Bizkaia"	"2011QIII"	"Employed persons"	255.5
"Females"	"48 Bizkaia"	"2011QIII"	"Employed persons"	235.7
"Males"	"09 Burgos"	"2011QIII"	"Employed persons"	91
"Females"	"09 Burgos"	"2011QIII"	"Employed persons"	67
"Males"	"10 Cáceres"	"2011QIII"	"Employed persons"	82.7
"Females"	"10 Cáceres"	"2011QIII"	"Employed persons"	59.4
"Males"	"11 Cádiz"	"2011QIII"	"Employed persons"	235.1
"Females"	"11 Cádiz"	"2011QIII"	"Employed persons"	173.8
"Males"	"39 Cantabria"	"2011QIII"	"Employed persons"	135.6
"Females"	"39 Cantabria"	"2011QIII"	"Employed persons"	111.3
"Males"	"12 Castellón/Castelló"	"2011QIII"	"Employed persons"	126.1
"Females"	"12 Castellón/Castelló"	"2011QIII"	"Employed persons"	95.4
"Males"	"13 Ciudad Real"	"2011QIII"	"Employed persons"	114
"Females"	"13 Ciudad Real"	"2011QIII"	"Employed persons"	70.8
"Males"	"14 Córdoba"	"2011QIII"	"Employed persons"	146.4
"Females"	"14 Córdoba"	"2011QIII"	"Employed persons"	107.2
"Males"	"15 Coruña, A"	"2011QIII"	"Employed persons"	246.2
"Females"	"15 Coruña, A"	"2011QIII"	"Employed persons"	216
"Males"	"16 Cuenca"	"2011QIII"	"Employed persons"	45.1
"Females"	"16 Cuenca"	"2011QIII"	"Employed persons"	29.6
"Males"	"20 Gipuzkoa"	"2011QIII"	"Employed persons"	178.1
"Females"	"20 Gipuzkoa"	"2011QIII"	"Employed persons"	139.1
"Males"	"17 Girona"	"2011QIII"	"Employed persons"	176
"Females"	"17 Girona"	"2011QIII"	"Employed persons"	149.5
"Males"	"18 Granada"	"2011QIII"	"Employed persons"	173.8
"Females"	"18 Granada"	"2011QIII"	"Employed persons"	128.7
"Males"	"19 Guadalajara"	"2011QIII"	"Employed persons"	60.5
"Females"	"19 Guadalajara"	"2011QIII"	"Employed persons"	45.4
"Males"	"21 Huelva"	"2011QIII"	"Employed persons"	95.9
"Females"	"21 Huelva"	"2011QIII"	"Employed persons"	73.6
"Males"	"22 Huesca"	"2011QIII"	"Employed persons"	60.4
"Females"	"22 Huesca"	"2011QIII"	"Employed persons"	41.5
"Males"	"23 Jaén"	"2011QIII"	"Employed persons"	124.7
"Females"	"23 Jaén"	"2011QIII"	"Employed persons"	76.1
"Males"	"24 León"	"2011QIII"	"Employed persons"	101.9
"Females"	"24 León"	"2011QIII"	"Employed persons"	81.7
"Males"	"25 Lleida"	"2011QIII"	"Employed persons"	105.6
"Females"	"25 Lleida"	"2011QIII"	"Employed persons"	83
"Males"	"27 Lugo"	"2011QIII"	"Employed persons"	78.3
"Females"	"27 Lugo"	"2011QIII"	"Employed persons"	66.1
"Males"	"28 Madrid"	"2011QIII"	"Employed persons"	1522.3
"Females"	"28 Madrid"	"2011QIII"	"Employed persons"	1343.1
"Males"	"29 Málaga"	"2011QIII"	"Employed persons"	296
"Females"	"29 Málaga"	"2011QIII"	"Employed persons"	238.3
"Males"	"30 Murcia"	"2011QIII"	"Employed persons"	319.1
"Females"	"30 Murcia"	"2011QIII"	"Employed persons"	232.2
"Males"	"31 Navarra"	"2011QIII"	"Employed persons"	156
"Females"	"31 Navarra"	"2011QIII"	"Employed persons"	127.2
"Males"	"32 Ourense"	"2011QIII"	"Employed persons"	65.4
"Females"	"32 Ourense"	"2011QIII"	"Employed persons"	54.6
"Males"	"34 Palencia"	"2011QIII"	"Employed persons"	38.1
"Females"	"34 Palencia"	"2011QIII"	"Employed persons"	26.9
"Males"	"35 Palmas, Las"	"2011QIII"	"Employed persons"	220.5
"Females"	"35 Palmas, Las"	"2011QIII"	"Employed persons"	172.2
"Males"	"36 Pontevedra"	"2011QIII"	"Employed persons"	201.1
"Females"	"36 Pontevedra"	"2011QIII"	"Employed persons"	166.3
"Males"	"26 Rioja, La"	"2011QIII"	"Employed persons"	75.7
"Females"	"26 Rioja, La"	"2011QIII"	"Employed persons"	60.1
"Males"	"37 Salamanca"	"2011QIII"	"Employed persons"	76.7
"Females"	"37 Salamanca"	"2011QIII"	"Employed persons"	63.6
"Males"	"38 Santa Cruz de Tenerife"	"2011QIII"	"Employed persons"	206.4
"Females"	"38 Santa Cruz de Tenerife"	"2011QIII"	"Employed persons"	175.8
"Males"	"40 Segovia"	"2011QIII"	"Employed persons"	39.8
"Females"	"40 Segovia"	"2011QIII"	"Employed persons"	27.6
"Males"	"41 Sevilla"	"2011QIII"	"Employed persons"	381.7
"Females"	"41 Sevilla"	"2011QIII"	"Employed persons"	287.7
"Males"	"42 Soria"	"2011QIII"	"Employed persons"	24.3
"Females"	"42 Soria"	"2011QIII"	"Employed persons"	17.8
"Males"	"43 Tarragona"	"2011QIII"	"Employed persons"	188.6
"Females"	"43 Tarragona"	"2011QIII"	"Employed persons"	147.8
"Males"	"44 Teruel"	"2011QIII"	"Employed persons"	32.8
"Females"	"44 Teruel"	"2011QIII"	"Employed persons"	24
"Males"	"45 Toledo"	"2011QIII"	"Employed persons"	167.4
"Females"	"45 Toledo"	"2011QIII"	"Employed persons"	113
"Males"	"46 Valencia/València"	"2011QIII"	"Employed persons"	531.8
"Females"	"46 Valencia/València"	"2011QIII"	"Employed persons"	448
"Males"	"47 Valladolid"	"2011QIII"	"Employed persons"	125.6
"Females"	"47 Valladolid"	"2011QIII"	"Employed persons"	100.2
"Males"	"49 Zamora"	"2011QIII"	"Employed persons"	41.9
"Females"	"49 Zamora"	"2011QIII"	"Employed persons"	26.8
"Males"	"50 Zaragoza"	"2011QIII"	"Employed persons"	220.5
"Females"	"50 Zaragoza"	"2011QIII"	"Employed persons"	179.2
"Males"	"51 Ceuta"	"2011QIII"	"Employed persons"	16.4
"Females"	"51 Ceuta"	"2011QIII"	"Employed persons"	7.8
"Males"	"52 Melilla"	"2011QIII"	"Employed persons"	17.1
"Females"	"52 Melilla"	"2011QIII"	"Employed persons"	9.8
"Males"	"02 Albacete"	"2011QII"	"Employed persons"	86.7
"Females"	"02 Albacete"	"2011QII"	"Employed persons"	64.1
"Males"	"03 Alicante/Alacant"	"2011QII"	"Employed persons"	377.3
"Females"	"03 Alicante/Alacant"	"2011QII"	"Employed persons"	309.2
"Males"	"04 Almería"	"2011QII"	"Employed persons"	137.6
"Females"	"04 Almería"	"2011QII"	"Employed persons"	94.2
"Males"	"01 Araba/Álava"	"2011QII"	"Employed persons"	85.9
"Females"	"01 Araba/Álava"	"2011QII"	"Employed persons"	64
"Males"	"33 Asturias"	"2011QII"	"Employed persons"	215.9
"Females"	"33 Asturias"	"2011QII"	"Employed persons"	192.6
"Males"	"05 Ávila"	"2011QII"	"Employed persons"	34.8
"Females"	"05 Ávila"	"2011QII"	"Employed persons"	24
"Males"	"06 Badajoz"	"2011QII"	"Employed persons"	145.6
"Females"	"06 Badajoz"	"2011QII"	"Employed persons"	97
"Males"	"07 Balears, Illes"	"2011QII"	"Employed persons"	259.1
"Females"	"07 Balears, Illes"	"2011QII"	"Employed persons"	221.8
"Males"	"08 Barcelona"	"2011QII"	"Employed persons"	1276.6
"Females"	"08 Barcelona"	"2011QII"	"Employed persons"	1127.5
"Males"	"48 Bizkaia"	"2011QII"	"Employed persons"	256.4
"Females"	"48 Bizkaia"	"2011QII"	"Employed persons"	233.9
"Males"	"09 Burgos"	"2011QII"	"Employed persons"	90.2
"Females"	"09 Burgos"	"2011QII"	"Employed persons"	67.6
"Males"	"10 Cáceres"	"2011QII"	"Employed persons"	83.1
"Females"	"10 Cáceres"	"2011QII"	"Employed persons"	58.8
"Males"	"11 Cádiz"	"2011QII"	"Employed persons"	229.8
"Females"	"11 Cádiz"	"2011QII"	"Employed persons"	165.7
"Males"	"39 Cantabria"	"2011QII"	"Employed persons"	130.6
"Females"	"39 Cantabria"	"2011QII"	"Employed persons"	110
"Males"	"12 Castellón/Castelló"	"2011QII"	"Employed persons"	123.8
"Females"	"12 Castellón/Castelló"	"2011QII"	"Employed persons"	95.6
"Males"	"13 Ciudad Real"	"2011QII"	"Employed persons"	116.8
"Females"	"13 Ciudad Real"	"2011QII"	"Employed persons"	71.8
"Males"	"14 Córdoba"	"2011QII"	"Employed persons"	147.1
"Females"	"14 Córdoba"	"2011QII"	"Employed persons"	112.4
"Males"	"15 Coruña, A"	"2011QII"	"Employed persons"	248.3
"Females"	"15 Coruña, A"	"2011QII"	"Employed persons"	214.3
"Males"	"16 Cuenca"	"2011QII"	"Employed persons"	46.5
"Females"	"16 Cuenca"	"2011QII"	"Employed persons"	30.4
"Males"	"20 Gipuzkoa"	"2011QII"	"Employed persons"	174.4
"Females"	"20 Gipuzkoa"	"2011QII"	"Employed persons"	143.1
"Males"	"17 Girona"	"2011QII"	"Employed persons"	175.5
"Females"	"17 Girona"	"2011QII"	"Employed persons"	144.1
"Males"	"18 Granada"	"2011QII"	"Employed persons"	171.3
"Females"	"18 Granada"	"2011QII"	"Employed persons"	130.6
"Males"	"19 Guadalajara"	"2011QII"	"Employed persons"	60.5
"Females"	"19 Guadalajara"	"2011QII"	"Employed persons"	43.2
"Males"	"21 Huelva"	"2011QII"	"Employed persons"	105.5
"Females"	"21 Huelva"	"2011QII"	"Employed persons"	84.4
"Males"	"22 Huesca"	"2011QII"	"Employed persons"	57.6
"Females"	"22 Huesca"	"2011QII"	"Employed persons"	40.6
"Males"	"23 Jaén"	"2011QII"	"Employed persons"	126.8
"Females"	"23 Jaén"	"2011QII"	"Employed persons"	77.2
"Males"	"24 León"	"2011QII"	"Employed persons"	99.1
"Females"	"24 León"	"2011QII"	"Employed persons"	82.8
"Males"	"25 Lleida"	"2011QII"	"Employed persons"	108.1
"Females"	"25 Lleida"	"2011QII"	"Employed persons"	88.1
"Males"	"27 Lugo"	"2011QII"	"Employed persons"	77.2
"Females"	"27 Lugo"	"2011QII"	"Employed persons"	65.9
"Males"	"28 Madrid"	"2011QII"	"Employed persons"	1530
"Females"	"28 Madrid"	"2011QII"	"Employed persons"	1410
"Males"	"29 Málaga"	"2011QII"	"Employed persons"	294.6
"Females"	"29 Málaga"	"2011QII"	"Employed persons"	238.9
"Males"	"30 Murcia"	"2011QII"	"Employed persons"	312.4
"Females"	"30 Murcia"	"2011QII"	"Employed persons"	236.8
"Males"	"31 Navarra"	"2011QII"	"Employed persons"	153.8
"Females"	"31 Navarra"	"2011QII"	"Employed persons"	125.9
"Males"	"32 Ourense"	"2011QII"	"Employed persons"	65.6
"Females"	"32 Ourense"	"2011QII"	"Employed persons"	55.4
"Males"	"34 Palencia"	"2011QII"	"Employed persons"	36.9
"Females"	"34 Palencia"	"2011QII"	"Employed persons"	27.4
"Males"	"35 Palmas, Las"	"2011QII"	"Employed persons"	212.2
"Females"	"35 Palmas, Las"	"2011QII"	"Employed persons"	174.2
"Males"	"36 Pontevedra"	"2011QII"	"Employed persons"	200.3
"Females"	"36 Pontevedra"	"2011QII"	"Employed persons"	170.6
"Males"	"26 Rioja, La"	"2011QII"	"Employed persons"	74.3
"Females"	"26 Rioja, La"	"2011QII"	"Employed persons"	59.1
"Males"	"37 Salamanca"	"2011QII"	"Employed persons"	73.4
"Females"	"37 Salamanca"	"2011QII"	"Employed persons"	60.2
"Males"	"38 Santa Cruz de Tenerife"	"2011QII"	"Employed persons"	204.2
"Females"	"38 Santa Cruz de Tenerife"	"2011QII"	"Employed persons"	181.8
"Males"	"40 Segovia"	"2011QII"	"Employed persons"	39.8
"Females"	"40 Segovia"	"2011QII"	"Employed persons"	28.7
"Males"	"41 Sevilla"	"2011QII"	"Employed persons"	396.4
"Females"	"41 Sevilla"	"2011QII"	"Employed persons"	298.3
